,Year,YearBuilt,Distance,Lattitude,Longtitude,Propertycount,Landsize,BuildingArea,Rooms,Bathroom,Car,Type_h,Type_t,Type_u,LogPrice
6916,2017,1975.0,16.0,-37.6591,145.00549,8279.0,640.0,140.0,3,1.0,2.0,1,0,0,13.256894270361935
6917,2018,1970.0,8.0,-37.84064,145.09714,8920.0,780.0,200.0,5,2.0,2.0,1,0,0,14.253765488895429
6918,2016,1950.0,14.0,-37.9236,145.0545,10969.0,326.0,133.0,3,2.0,1.0,1,0,0,13.676248490630767
6919,2016,2005.0,8.0,-37.7491,144.9002,9264.0,877.0,378.0,5,4.0,6.0,1,0,0,14.845129975145433
6920,2017,2005.0,16.0,-37.94964,145.02753,4794.0,616.0,302.0,4,3.0,2.0,1,0,0,14.463137223222411
6921,2016,1970.0,11.0,-37.9082,144.9968,10579.0,463.0,209.0,3,2.0,2.0,1,0,0,14.557447902693651
6922,2016,2004.0,11.0,-37.8699,145.0778,3052.0,276.0,178.0,3,3.0,2.0,1,0,0,13.9108207377686
6923,2017,1920.0,5.0,-37.75887,144.97326,11918.0,322.0,107.0,3,1.0,1.0,1,0,0,13.928839243271277
6924,2016,2012.0,9.0,-37.7853,144.8944,4918.0,3014.0,80.0,2,2.0,1.0,0,0,1,13.24634935718532
6925,2018,1930.0,5.0,-37.7676,144.94559,7082.0,421.0,126.0,3,1.0,2.0,1,0,0,14.070152776337855
6926,2017,2016.0,17.0,-37.8179,145.20658,6871.0,263.0,146.0,3,2.0,1.0,0,1,0,13.785051350479566
6927,2016,1890.0,6.0,-37.8012,145.0361,10331.0,405.0,80.0,2,1.0,2.0,1,0,0,14.097677449727945
6928,2017,1970.0,25.0,-37.94465,145.21236,8322.0,779.0,186.0,5,2.0,4.0,1,0,0,13.704578997256993
6929,2018,1960.0,13.0,-37.72966,145.08211,1369.0,642.0,131.0,3,1.0,1.0,1,0,0,13.623138665316818
6930,2016,2012.0,13.0,-37.9155,145.0243,6795.0,579.0,361.0,4,4.0,2.0,1,0,0,14.77868487573728
6931,2016,1950.0,5.0,-37.8424,145.0184,7217.0,0.0,82.0,2,1.0,1.0,0,0,1,13.17115354157376
6932,2018,2002.0,12.0,-37.71014,145.05526,10175.0,588.0,151.0,3,2.0,2.0,1,0,0,13.777029571145993
6933,2016,1950.0,12.0,-37.8444,145.1054,5678.0,593.0,82.0,2,1.0,2.0,1,0,0,14.115615150414612
6934,2016,2008.0,11.0,-37.8936,145.056,7822.0,912.0,75.0,2,1.0,1.0,0,0,1,13.056757620306335
6935,2017,2004.0,2.0,-37.8351,144.964,5943.0,327.0,75.0,2,1.0,1.0,0,1,0,13.9108207377686
6936,2018,1955.0,14.0,-37.93648,145.07433,10969.0,589.0,112.0,3,1.0,2.0,1,0,0,13.963930563082547
6937,2017,2008.0,10.0,-37.7593,144.8561,4502.0,292.0,150.0,3,2.0,1.0,0,0,1,13.547631112808673
6938,2018,1970.0,14.0,-37.67652,144.91176,4294.0,594.0,117.0,3,1.0,2.0,1,0,0,13.296316684527767
6939,2016,1890.0,4.0,-37.7851,144.9809,6244.0,127.0,135.0,3,2.0,0.0,1,0,0,14.077874822431765
6940,2018,1910.0,5.0,-37.76422,144.96888,11918.0,207.0,115.0,3,1.0,2.0,1,0,0,13.799381176034391
6941,2017,1975.0,8.0,-37.84716,145.07351,8920.0,131.0,76.0,2,1.0,1.0,0,0,1,13.425426551894413
6942,2016,1900.0,6.0,-37.7774,144.9186,6567.0,226.0,87.0,2,1.0,1.0,1,0,0,13.554145793829866
6943,2016,1950.0,9.0,-37.7707,144.8924,4918.0,762.0,142.0,3,1.0,4.0,1,0,0,13.91535589293399
6944,2017,1916.0,7.0,-37.88926,145.01249,4898.0,923.0,139.0,3,1.0,2.0,1,0,0,14.930652148583594
6945,2017,1970.0,10.0,-37.7278,144.9463,7485.0,593.0,131.0,4,1.0,1.0,1,0,0,13.592367006650065
6946,2016,1920.0,5.0,-37.8144,145.0279,11308.0,827.0,344.0,5,3.0,2.0,1,0,0,15.137266397946593
6947,2016,1975.0,14.0,-37.725,144.8586,1119.0,696.0,132.0,3,1.0,1.0,1,0,0,13.487006490992238
6948,2016,2005.0,5.0,-37.8344,145.0422,11308.0,317.0,210.0,4,2.0,2.0,1,0,0,14.316285845876763
6949,2017,1960.0,14.0,-37.6876,144.91167,851.0,692.0,181.0,4,1.0,1.0,1,0,0,13.38472764187182
6950,2017,1930.0,11.0,-37.82392,145.1299,4605.0,641.0,625.0,4,2.0,1.0,1,0,0,14.393527431270588
6951,2017,1960.0,9.0,-37.789,145.0938,7809.0,636.0,227.0,4,3.0,2.0,1,0,0,14.452087387035824
6952,2016,1970.0,12.0,-37.7126,145.03,1414.0,465.0,120.0,4,1.0,1.0,1,0,0,13.321214236149494
6953,2017,1985.0,44.0,-37.41838,144.98993,3988.0,991.0,114.0,3,1.0,4.0,1,0,0,13.089840185698769
6954,2017,1990.0,10.0,-37.87105,145.10198,2894.0,280.0,115.0,3,2.0,2.0,1,0,0,13.664687668229691
6955,2017,2007.0,6.0,-37.85183,145.03863,4675.0,400.0,216.0,3,2.0,2.0,1,0,0,14.518608069377388
6956,2016,1910.0,9.0,-37.826,145.0729,3265.0,325.0,197.0,3,2.0,1.0,1,0,0,14.334304351379442
6957,2017,1960.0,27.0,-38.04105,145.1216,2546.0,900.0,178.0,5,6.0,3.0,1,0,0,14.04662227892766
6958,2017,2000.0,8.0,-37.8378,145.0909,8920.0,575.0,155.0,3,2.0,2.0,1,0,0,14.297936707208567
6959,2017,1960.0,16.0,-37.95357,145.02651,4794.0,598.0,137.0,3,2.0,3.0,1,0,0,14.28551418721001
6960,2016,1950.0,9.0,-37.8305,144.8736,984.0,669.0,143.0,4,1.0,3.0,1,0,0,13.742939865129438
6961,2016,2015.0,11.0,-37.7359,145.0614,3540.0,323.0,142.0,3,2.0,1.0,1,0,0,13.827439128829548
6962,2016,1965.0,8.0,-37.7964,144.8672,5058.0,0.0,56.0,3,1.0,1.0,0,0,1,12.757080058928997
6963,2017,1920.0,10.0,-37.8888,145.07271,4442.0,718.0,181.0,4,1.0,2.0,1,0,0,14.467835744003965
6964,2016,1965.0,11.0,-37.6983,144.9941,21650.0,527.0,146.0,3,1.0,4.0,1,0,0,13.42984807715229
6965,2017,2016.0,14.0,-37.86582,145.14824,13366.0,729.0,398.0,5,5.0,2.0,1,0,0,14.625551489995718
6966,2017,1940.0,8.0,-37.7969,144.8647,5058.0,528.0,143.0,4,1.0,2.0,1,0,0,13.785051350479566
6967,2016,1965.0,14.0,-37.7602,145.1166,5420.0,643.0,135.0,3,2.0,2.0,1,0,0,13.911729415704817
6968,2017,1905.0,4.0,-37.8508,145.0051,7717.0,108.0,54.0,1,1.0,0.0,1,0,0,13.664687668229691
6969,2016,2000.0,13.0,-37.8287,145.1319,4605.0,150.0,3.0,3,2.0,1.0,0,1,0,13.527828485512494
6970,2017,2002.0,8.0,-37.74566,144.89346,9264.0,223.0,146.0,3,2.0,1.0,0,0,1,13.742939865129438
6971,2017,2000.0,4.0,-37.83964,144.935,8648.0,391.0,194.0,4,2.0,3.0,1,0,0,14.585618779660347
6972,2016,1970.0,10.0,-37.7677,144.8674,4502.0,593.0,118.0,3,1.0,1.0,1,0,0,13.652991628466498
6973,2017,2008.0,2.0,-37.8147,145.00852,14949.0,124.0,123.0,3,2.0,1.0,0,1,0,14.042646130548022
6974,2016,1910.0,4.0,-37.8285,145.0125,438.0,225.0,119.0,2,1.0,2.0,1,0,0,14.023345528610443
6975,2017,1900.0,7.0,-37.88148,145.00539,4898.0,458.0,165.0,3,2.0,2.0,1,0,0,14.496078956317358
6976,2017,1998.0,16.0,-37.68646,144.77247,5336.0,712.0,364.0,4,2.0,2.0,1,0,0,13.529160930746272
6977,2016,1920.0,9.0,-37.8563,145.0709,10412.0,696.0,248.0,5,3.0,1.0,1,0,0,14.508657738524219
6978,2017,1971.0,18.0,-37.87864,144.6842,13830.0,568.0,108.0,3,1.0,2.0,1,0,0,13.201174557828619
6979,2016,1930.0,7.0,-37.7613,144.9177,6232.0,739.0,155.0,5,1.0,2.0,1,0,0,14.369395671190711
6980,2016,1960.0,13.0,-37.7,144.9427,8870.0,780.0,120.0,3,1.0,2.0,1,0,0,13.583578500616985
6981,2016,1970.0,7.0,-37.8111,144.887,6543.0,0.0,47.0,1,1.0,1.0,0,0,1,12.751299696013497
6982,2017,2000.0,8.0,-37.7743,145.0407,5549.0,389.0,235.0,4,2.0,1.0,1,0,0,14.438771611060053
6983,2017,2010.0,4.0,-37.8443,144.9437,8648.0,6866.0,63.0,1,1.0,1.0,0,0,1,13.304684934198283
6984,2016,2015.0,12.0,-37.716,144.9663,5070.0,607.0,338.0,4,2.0,2.0,1,0,0,13.825460888817442
6985,2016,2010.0,11.0,-37.7053,145.0173,21650.0,145.0,145.0,2,2.0,1.0,0,0,1,13.081541382884074
6986,2017,2004.0,12.0,-37.89941,145.11523,2547.0,211.0,90.0,3,1.0,1.0,0,0,1,13.514405465180353
6987,2017,1920.0,11.0,-37.9075,145.05329,3578.0,700.0,210.0,4,2.0,2.0,1,0,0,14.457364444136669
6988,2017,1990.0,12.0,-37.8958,145.0696,4442.0,286.0,160.0,4,3.0,2.0,0,1,0,13.9108207377686
6989,2017,1980.0,12.0,-37.782,145.1244,9028.0,863.0,358.0,4,2.0,2.0,1,0,0,14.880221294956703
6990,2017,2014.0,12.0,-37.72487,145.00705,21650.0,138.0,104.63,2,2.0,1.0,0,1,0,13.412791675524135
6991,2017,1980.0,3.0,-37.7881,145.0058,2954.0,72.0,90.0,2,1.0,1.0,0,0,1,13.370784735902808
6992,2016,1995.0,7.0,-37.7607,144.9314,6232.0,216.0,156.0,3,2.0,1.0,0,1,0,13.644128941208654
6993,2016,1950.0,3.0,-37.8214,144.9997,14949.0,502.0,38.0,1,1.0,1.0,0,0,1,12.821258284620408
6994,2017,1970.0,14.0,-37.9147,145.0751,10969.0,684.0,196.0,4,1.0,2.0,1,0,0,14.130321297804308
6995,2018,1997.0,18.0,-37.70087,144.76789,3640.0,730.0,179.0,5,2.0,2.0,1,0,0,13.434250138552928
6996,2017,2017.0,9.0,-37.89718,145.01657,5051.0,554.0,312.0,5,4.0,2.0,1,0,0,14.71159858252091
6997,2018,1985.0,14.0,-37.74012,144.7718,2878.0,706.0,18.0,3,1.0,4.0,1,0,0,13.279367126213993
6998,2017,1950.0,5.0,-37.80593,145.05121,10331.0,0.0,108.0,2,2.0,1.0,0,0,1,13.664687668229691
6999,2016,1930.0,11.0,-37.9172,144.996,10579.0,432.0,122.0,3,1.0,2.0,1,0,0,14.496078956317358
7000,2016,1990.0,9.0,-37.738,145.0374,2674.0,521.0,196.0,4,2.0,2.0,1,0,0,13.480037821676145
7001,2016,1967.0,5.0,-37.8332,145.0117,7217.0,600.0,205.0,3,2.0,2.0,1,0,0,14.852247442914296
7002,2016,2000.0,1.0,-37.8267,144.9687,8400.0,0.0,176.0,4,3.0,1.0,0,0,1,14.038654109278484
7003,2016,1910.0,4.0,-37.8401,144.943,8648.0,116.0,95.0,3,1.0,2.0,1,0,0,13.892471599100402
7004,2017,1990.0,12.0,-37.74975,144.86895,5629.0,538.0,127.0,4,4.0,2.0,1,0,0,14.0225247273486
7005,2016,1994.0,1.0,-37.822,144.9637,8400.0,0.0,93.0,2,2.0,1.0,0,0,1,13.199324418540456
7006,2017,1980.0,16.0,-37.75807,145.13478,6202.0,646.0,167.0,4,2.0,2.0,1,0,0,14.001990124906893
7007,2017,1950.0,5.0,-37.76097,144.93933,7082.0,645.0,217.0,4,2.0,2.0,1,0,0,14.052951413979308
7008,2018,1910.0,10.0,-37.82144,145.09627,5457.0,444.0,241.0,4,3.0,2.0,1,0,0,14.795714615582082
7009,2016,2007.0,6.0,-37.7992,144.8961,7570.0,0.0,75.0,2,1.0,1.0,0,0,1,12.821258284620408
7010,2016,2010.0,13.0,-37.8216,145.127,4605.0,0.0,65.0,2,2.0,1.0,0,0,1,13.049792684569493
7011,2018,2014.0,26.0,-37.61177,145.03887,2940.0,512.0,210.0,4,2.0,2.0,1,0,0,13.514405465180353
7012,2017,1968.0,6.0,-37.8024,145.0346,10331.0,745.0,72.0,2,1.0,1.0,0,0,1,13.321214236149494
7013,2017,1905.0,3.0,-37.7817,144.9742,3106.0,515.0,203.0,4,2.0,1.0,1,0,0,15.053884789007542
7014,2017,2000.0,21.0,-37.6362,144.9252,5833.0,558.0,130.0,3,2.0,1.0,1,0,0,13.253391639810733
7015,2017,1938.0,12.0,-37.8118,145.1065,2079.0,813.0,170.0,4,2.0,2.0,1,0,0,14.663522449085134
7016,2017,1994.0,5.0,-37.79686,144.908,7570.0,180.0,206.0,4,2.0,1.0,1,0,0,13.815510557964274
7017,2017,1960.0,38.0,-38.15933,145.14677,17055.0,904.0,140.0,3,1.0,2.0,1,0,0,13.592367006650065
7018,2016,1960.0,14.0,-37.9082,145.0681,10969.0,0.0,75.0,2,1.0,1.0,0,1,0,13.094992180608196
7019,2016,1937.0,12.0,-37.9032,145.049,3578.0,666.0,158.0,4,2.0,2.0,1,0,0,14.144814305106875
7020,2018,1900.0,7.0,-37.85232,144.89008,6380.0,184.0,108.0,3,1.0,0.0,1,0,0,13.676248490630767
7021,2016,1880.0,8.0,-37.883,145.0043,4898.0,527.0,184.0,4,2.0,2.0,1,0,0,14.77102200299171
7022,2018,1970.0,8.0,-37.75557,144.91246,9264.0,105.0,63.0,2,1.0,1.0,0,0,1,13.126355398673866
7023,2017,1970.0,14.0,-37.79561,145.16268,10999.0,706.0,200.0,4,3.0,2.0,1,0,0,14.085537695177335
7024,2017,1980.0,18.0,-37.67464,145.06473,10529.0,634.0,132.0,3,1.0,0.0,1,0,0,13.465953081794405
7025,2017,1980.0,20.0,-37.64198,145.03041,10926.0,583.0,106.0,3,1.0,2.0,1,0,0,13.253391639810733
7026,2017,1920.0,6.0,-37.7769,144.9138,6567.0,552.0,155.0,4,1.0,1.0,1,0,0,14.111904571018076
7027,2016,1910.0,7.0,-37.7709,144.9288,6232.0,313.0,193.0,4,2.0,2.0,1,0,0,14.111904571018076
7028,2018,2007.0,8.0,-37.82901,145.06714,8920.0,968.0,172.0,3,2.0,2.0,1,0,0,14.253765488895429
7029,2017,1979.0,16.0,-37.68569,145.10902,8524.0,587.0,200.0,3,2.0,2.0,1,0,0,13.734300502538732
7030,2016,1970.0,9.0,-37.7893,144.8818,3873.0,333.0,137.0,4,1.0,2.0,1,0,0,13.558034327569558
7031,2017,1950.0,10.0,-37.90013,145.07054,4442.0,733.0,175.0,3,1.0,2.0,1,0,0,14.357834848789636
7032,2018,1970.0,3.0,-37.80864,144.99386,4019.0,211.0,93.0,3,1.0,1.0,1,0,0,13.997832114758229
7033,2016,2002.0,8.0,-37.8843,144.9917,8989.0,75.0,122.0,3,2.0,1.0,1,0,0,13.685971186609288
7034,2017,2012.0,20.0,-37.62864,145.02265,10926.0,388.0,127.0,3,2.0,2.0,1,0,0,13.353475098367715
7035,2017,2000.0,18.0,-37.96836,145.06452,9758.0,305.0,130.0,3,2.0,2.0,0,1,0,13.665849783409868
7036,2017,1985.0,18.0,-37.73209,145.13845,6990.0,654.0,104.0,3,1.0,1.0,1,0,0,13.658856747918897
7037,2016,2005.0,5.0,-37.8226,145.0368,11308.0,0.0,76.0,2,1.0,1.0,0,0,1,13.091904169919621
7038,2018,1890.0,3.0,-37.84812,144.9624,2019.0,108.0,169.0,3,2.0,1.0,1,0,0,14.357834848789636
7039,2016,2009.0,3.0,-37.8189,145.0131,14949.0,0.0,75.0,2,2.0,2.0,0,0,1,13.311329476916953
7040,2018,1980.0,4.0,-37.77501,144.98491,6244.0,560.0,183.0,3,2.0,2.0,1,0,0,14.444119217386648
7041,2017,1970.0,17.0,-37.96341,145.01735,2866.0,0.0,88.0,2,1.0,1.0,0,0,1,13.686540176667314
7042,2017,2003.0,11.0,-37.7257,145.0243,21650.0,215.0,146.0,3,2.0,2.0,1,0,0,13.199324418540456
7043,2016,1900.0,2.0,-37.801,144.9989,4019.0,220.0,75.0,2,1.0,2.0,1,0,0,13.908089739257367
7044,2017,1980.0,6.0,-37.84332,144.87718,5498.0,343.0,98.0,2,1.0,2.0,1,0,0,13.937728190688523
7045,2017,1965.0,12.0,-37.79436,145.13869,9028.0,647.0,127.0,3,1.0,2.0,1,0,0,14.122995257712235
7046,2017,1950.0,8.0,-37.74528,145.01987,14577.0,693.0,93.0,3,1.0,2.0,1,0,0,13.732128949025222
7047,2017,2015.0,17.0,-37.8693,145.17012,15321.0,788.0,418.0,5,4.0,2.0,1,0,0,14.797589030376432
7048,2017,1950.0,11.0,-37.883,145.0791,8801.0,840.0,170.0,3,1.0,2.0,1,0,0,14.626440774180603
7049,2016,1960.0,13.0,-37.7651,144.8241,4217.0,661.0,133.0,5,2.0,2.0,1,0,0,13.312983737012978
7050,2016,1985.0,14.0,-37.764,145.1145,5420.0,675.0,181.0,4,2.0,2.0,1,0,0,13.758940206475879
7051,2017,1910.0,4.0,-37.7957,144.932,5263.0,199.0,121.0,3,1.0,1.0,1,0,0,14.20077295875492
7052,2017,1950.0,7.0,-37.8574,145.04795,10412.0,0.0,38.0,1,1.0,1.0,0,0,1,12.468436909997665
7053,2016,1978.0,14.0,-37.7624,145.1175,5420.0,657.0,221.0,4,2.0,2.0,1,0,0,13.998665101062121
7054,2016,1960.0,13.0,-37.9245,145.0336,6795.0,116.0,92.0,2,1.0,1.0,0,0,1,13.38472764187182
7055,2016,1965.0,5.0,-37.8271,145.0347,11308.0,1099.0,72.0,2,1.0,1.0,0,0,1,13.283631525000452
7056,2016,2012.0,11.0,-37.9159,145.019,6938.0,166.0,60.0,1,1.0,1.0,0,1,0,13.43131758513165
7057,2017,1980.0,8.0,-37.7941,144.881,5058.0,412.0,162.0,3,1.0,1.0,1,0,0,13.721199878493033
7058,2017,1975.0,4.0,-37.84301,145.02641,7217.0,713.0,60.0,2,1.0,1.0,0,0,1,13.432784936825598
7059,2016,2014.0,11.0,-37.874,145.0714,3052.0,310.0,315.0,3,3.0,4.0,0,1,0,14.53335035111459
7060,2017,1970.0,10.0,-37.91106,145.02394,6938.0,275.0,106.0,2,1.0,2.0,0,0,1,13.698976741708323
7061,2017,2015.0,6.0,-37.7713,144.9038,6567.0,146.0,132.0,2,2.0,1.0,0,1,0,13.670484785914017
7062,2017,1994.0,18.0,-37.65541,145.07495,10529.0,667.0,153.0,3,2.0,2.0,1,0,0,13.51979631381523
7063,2016,1920.0,11.0,-37.932,145.0284,6938.0,775.0,270.0,5,2.0,5.0,1,0,0,13.997832114758229
7064,2016,1998.0,14.0,-37.9338,145.0226,5454.0,289.0,109.0,3,1.0,2.0,1,0,0,13.81900444721853
7065,2016,1970.0,14.0,-37.9307,145.0531,10969.0,676.0,146.0,3,1.0,3.0,1,0,0,14.051372881686259
7066,2016,2011.0,13.0,-37.7453,144.8721,5629.0,613.0,250.0,4,2.0,2.0,1,0,0,14.166167429577444
7067,2018,2012.0,9.0,-37.75791,145.07229,2890.0,809.0,98.0,3,1.0,1.0,0,0,1,13.284482226880764
7068,2017,1930.0,7.0,-37.73883,144.95321,11204.0,476.0,97.0,2,1.0,1.0,1,0,0,13.811502536566735
7069,2016,1890.0,2.0,-37.8363,144.9628,5943.0,88.0,93.0,3,2.0,1.0,1,0,0,14.28551418721001
7070,2016,1950.0,9.0,-37.7205,144.9659,3445.0,586.0,145.0,3,1.0,3.0,1,0,0,13.664687668229691
7071,2016,2000.0,11.0,-37.9241,145.0008,10579.0,710.0,340.0,5,2.0,2.0,1,0,0,14.969557553520485
7072,2016,1970.0,5.0,-37.8424,145.0184,7217.0,0.0,68.0,2,1.0,2.0,0,0,1,13.144124869185841
7073,2017,2008.0,14.0,-37.79,144.7886,6763.0,134.0,124.45,3,3.0,2.0,0,1,0,13.163505320735505
7074,2017,1906.0,6.0,-37.8195,144.88908,6543.0,338.0,123.0,3,1.0,0.0,1,0,0,13.698976741708323
7075,2016,1930.0,5.0,-37.7622,144.9586,11918.0,229.0,97.0,3,1.0,1.0,1,0,0,13.658856747918897
7076,2017,1920.0,9.0,-37.8864,145.0242,2379.0,499.0,155.0,4,1.0,2.0,1,0,0,11.782952602183288
7077,2016,1995.0,14.0,-37.9227,145.0558,10969.0,254.0,117.0,3,2.0,1.0,0,1,0,13.664687668229691
7078,2017,2010.0,2.0,-37.79831,144.94261,6821.0,0.0,53.0,2,1.0,1.0,0,0,1,13.049792684569493
7079,2017,2001.0,24.0,-37.92778,145.24796,11667.0,537.0,220.0,3,2.0,2.0,1,0,0,13.664687668229691
7080,2017,1965.0,9.0,-37.7336,145.0022,14577.0,472.0,123.0,3,2.0,2.0,1,0,0,13.729407858910863
7081,2017,2017.0,6.0,-37.77813,144.87287,3873.0,0.0,96.0,2,2.0,1.0,0,0,1,12.983101310070822
7082,2016,1880.0,2.0,-37.8004,144.9768,5825.0,132.0,165.0,4,2.0,1.0,1,0,0,14.297936707208567
7083,2017,1995.0,20.0,-37.65467,144.9035,4864.0,1057.0,195.0,4,2.0,2.0,1,0,0,13.588609957772352
7084,2018,2005.0,32.0,-37.58796,144.70044,14092.0,608.0,162.0,3,2.0,2.0,1,0,0,13.15483056754183
7085,2017,2000.0,10.0,-37.86324,145.10289,2894.0,343.0,1.0,3,2.0,2.0,0,1,0,13.87377946608825
7086,2016,1970.0,11.0,-37.7064,145.0264,21650.0,102.0,67.0,2,1.0,1.0,0,0,1,12.765688433465597
7087,2017,2012.0,5.0,-37.7698,144.9661,11918.0,122.0,140.0,3,2.0,1.0,0,1,0,13.7963277385475
7088,2017,1985.0,28.0,-37.6242,144.7115,1184.0,780.0,170.0,4,2.0,2.0,1,0,0,13.124361380067002
7089,2016,2007.0,11.0,-37.8693,145.08,3052.0,321.0,199.0,4,2.0,2.0,0,1,0,14.038654109278484
7090,2018,1980.0,16.0,-37.69216,145.11166,8524.0,771.0,197.0,4,2.0,2.0,1,0,0,13.928839243271277
7091,2017,1955.0,10.0,-37.73554,144.88517,2291.0,654.0,112.0,3,1.0,4.0,1,0,0,13.986096858539808
7092,2017,1960.0,12.0,-37.8518,145.1278,5678.0,698.0,196.0,2,1.0,1.0,1,0,0,14.411596025681089
7093,2017,1960.0,6.0,-37.77252,145.02546,2970.0,579.0,113.0,3,2.0,4.0,1,0,0,14.077874822431765
7094,2016,1970.0,11.0,-37.7166,144.9911,21650.0,99.0,67.0,2,1.0,1.0,0,0,1,12.724866438945341
7095,2018,1990.0,16.0,-37.76815,145.14107,6202.0,811.0,393.0,5,3.0,2.0,1,0,0,14.512649759793756
7096,2018,1970.0,32.0,-37.56889,144.72368,14092.0,688.0,149.0,3,2.0,2.0,1,0,0,12.876462838967504
7097,2016,1960.0,9.0,-37.7369,145.0376,2674.0,523.0,87.0,3,1.0,1.0,1,0,0,13.235692062711331
7098,2016,1960.0,10.0,-37.8994,145.0101,534.0,0.0,75.0,2,1.0,1.0,0,0,1,13.296316684527767
7099,2016,1910.0,7.0,-37.7704,144.9292,6232.0,436.0,142.0,3,1.0,2.0,1,0,0,14.207552645740298
7100,2017,1910.0,2.0,-37.8365,144.9497,5943.0,204.0,105.0,3,1.0,1.0,1,0,0,14.414347059052979
7101,2016,1910.0,6.0,-37.7799,145.011,11364.0,348.0,130.0,3,1.0,1.0,1,0,0,13.892471599100402
7102,2017,1950.0,11.0,-37.93199,145.03939,6795.0,690.0,102.0,3,1.0,1.0,1,0,0,14.006130917572923
7103,2016,1950.0,8.0,-37.7571,144.9335,9264.0,551.0,114.0,3,1.0,1.0,1,0,0,13.941261763269834
7104,2016,1970.0,8.0,-37.8661,144.8973,6380.0,373.0,107.0,3,1.0,2.0,1,0,0,14.19394699368452
7105,2016,1950.0,14.0,-37.9193,145.0691,10969.0,610.0,160.0,4,1.0,2.0,1,0,0,13.849911984681606
7106,2016,1997.0,9.0,-37.827,145.0737,3265.0,352.0,207.0,3,3.0,2.0,1,0,0,14.310206799800381
7107,2016,2006.0,9.0,-37.7837,144.8887,4918.0,578.0,176.0,3,1.0,4.0,1,0,0,13.617059619240436
7108,2018,2001.0,28.0,-37.98081,145.26047,8443.0,581.0,390.0,4,3.0,2.0,1,0,0,13.901688254205327
7109,2017,1950.0,11.0,-37.70618,144.94787,2606.0,604.0,245.0,5,3.0,2.0,1,0,0,13.89015410096004
7110,2017,1950.0,5.0,-37.759,144.96623,11918.0,733.0,238.0,4,3.0,6.0,1,0,0,14.397726177816939
7111,2018,2016.0,5.0,-37.80421,144.88637,2417.0,328.0,77.0,2,1.0,2.0,1,0,0,13.601698334078948
7112,2016,2012.0,14.0,-37.7912,144.8215,6763.0,333.0,141.0,3,2.0,1.0,0,1,0,13.142166004700508
7113,2018,1950.0,25.0,-37.85237,145.2864,9704.0,1149.0,143.0,4,1.0,2.0,1,0,0,13.547631112808673
7114,2017,1940.0,7.0,-37.87944,144.99375,8989.0,702.0,86.0,2,1.0,0.0,0,0,1,13.71236979904476
7115,2017,1970.0,11.0,-37.71,145.0082,21650.0,229.0,92.0,2,1.0,2.0,1,0,0,13.226723392728571
7116,2017,1985.0,13.0,-37.83135,145.15811,5713.0,705.0,230.0,4,2.0,2.0,1,0,0,14.077874822431765
7117,2016,2008.0,9.0,-37.8993,145.0254,5051.0,575.0,256.0,4,2.0,2.0,1,0,0,14.389029251068688
7118,2016,1980.0,6.0,-37.7591,145.0211,8870.0,0.0,80.0,2,1.0,0.0,0,0,1,13.132313708257497
7119,2018,1970.0,17.0,-37.87327,145.18531,15321.0,646.0,187.0,4,2.0,2.0,1,0,0,14.038654109278484
7120,2016,1950.0,6.0,-37.7525,144.9321,7082.0,717.0,141.0,3,1.0,2.0,1,0,0,13.721199878493033
7121,2018,1960.0,29.0,-37.99478,145.23681,3533.0,578.0,97.0,3,1.0,1.0,1,0,0,13.415032991367148
7122,2018,2012.0,26.0,-37.61031,145.03393,2940.0,404.0,158.0,3,2.0,2.0,1,0,0,13.253391639810733
7123,2016,1950.0,8.0,-37.8613,144.8988,6380.0,320.0,160.0,4,2.0,1.0,1,0,0,14.151982794585487
7124,2017,1985.0,21.0,-37.59312,144.93182,15510.0,758.0,119.0,3,2.0,1.0,1,0,0,13.329377546788654
7125,2017,1970.0,11.0,-37.70444,144.95274,2606.0,665.0,104.0,3,1.0,3.0,1,0,0,13.527828485512494
7126,2016,1970.0,8.0,-37.8459,145.088,8920.0,137.0,87.0,2,1.0,1.0,0,0,1,13.499429010990795
7127,2016,1970.0,15.0,-37.9361,145.0816,3692.0,567.0,164.0,4,2.0,1.0,1,0,0,13.594049340732179
7128,2016,1910.0,8.0,-37.7493,144.97,11204.0,263.0,114.0,2,1.0,1.0,1,0,0,13.7963277385475
7129,2016,1960.0,3.0,-37.8178,144.9607,17496.0,0.0,57.0,1,1.0,0.0,0,0,1,13.017002861746503
7130,2018,2014.0,13.0,-37.70212,144.90104,1071.0,371.0,176.0,3,2.0,4.0,1,0,0,13.579788224443204
7131,2016,2011.0,12.0,-37.8986,145.042,3578.0,0.0,52.0,2,1.0,1.0,0,0,1,13.071070083016778
7132,2016,1960.0,14.0,-37.9129,145.0598,10969.0,582.0,151.0,4,1.0,1.0,1,0,0,14.126664986601197
7133,2017,1988.0,9.0,-37.8605,145.0455,10412.0,662.0,265.0,3,3.0,2.0,1,0,0,15.012458747353246
7134,2017,1975.0,12.0,-37.8509,145.1119,5678.0,194.0,120.0,2,1.0,1.0,0,0,1,13.38472764187182
7135,2017,1990.0,10.0,-37.90017,145.05812,7822.0,184.0,133.0,3,1.0,2.0,1,0,0,13.864300722133706
7136,2018,1985.0,18.0,-37.88685,144.69052,13830.0,941.0,160.0,3,2.0,4.0,1,0,0,13.58609739363647
